id,date,shelter_name,city,state,total_capacity,occupied_beds,available_beds,occupancy_rate,average_age,male_percentage,female_percentage,season,notes,day_of_week,month,is_holiday,temperature,rainfall_mm,area_population,staff_count,funding_level,food_availability_score,medical_facilities_available,children_count,senior_citizens_count,new_admissions,exits_today,emergency_cases,unemployment_rate,crime_rate,covid_cases_city,public_event_impact
383,15-11-2023,Karuna Bhavan,Bangalore,KA,124,88,36,71.0,66,56,44,Autumn,High demand,Wednesday,11,0,39.2,275.0,956450,46,Medium,9,1,35,10,28,9,3,6.4,7.4,151,1
384,25-07-2024,Asha Deep Shelter,Pune,MH,54,38,16,70.4,33,43,57,Monsoon,No issues reported,Thursday,7,0,21.5,129.3,1532795,51,Low,3,1,35,40,21,0,8,13.6,6.0,55,0
385,14-05-2024,Apna Ghar Ashram,Kolkata,WB,240,163,77,67.9,68,40,60,Summer,Needs maintenance,Tuesday,5,0,31.4,95.7,332140,41,Medium,7,1,78,28,7,5,3,5.9,14.3,189,0
386,28-04-2025,Premalaya Home,Mumbai,MH,176,98,78,55.7,21,59,41,Summer,Needs maintenance,Monday,4,0,23.1,174.7,1658795,58,Low,7,1,7,46,28,12,7,11.3,9.4,417,0
387,01-03-2025,Apna Ghar Ashram,Ahmedabad,GJ,99,71,28,71.7,45,58,42,Summer,Excellent condition,Saturday,3,0,34.3,111.4,608981,20,Low,7,0,25,54,8,13,7,6.8,9.1,21,1
388,18-05-2024,Asha Deep Shelter,Bangalore,KA,270,150,120,55.6,20,41,59,Summer,New admissions pending,Saturday,5,0,18.3,180.3,2093321,49,Low,2,0,35,59,29,2,5,17.3,4.2,67,0
389,20-07-2025,Umeed Ki Kiran,Kolkata,WB,164,131,33,79.9,64,52,48,Monsoon,High demand,Sunday,7,0,39.2,211.7,158944,26,Medium,6,0,47,2,21,10,5,3.4,1.7,184,0
390,31-10-2023,Navjeevan Griha,Mumbai,MH,108,94,14,87.0,46,53,47,Autumn,Excellent condition,Tuesday,10,0,26.3,206.5,1847519,24,Medium,2,0,27,0,20,2,7,6.0,14.2,9,0
391,21-07-2024,Navjeevan Griha,Kolkata,WB,111,102,9,91.9,24,55,45,Monsoon,Normal,Sunday,7,1,20.9,112.4,3927590,54,High,6,0,67,51,11,18,9,6.6,5.4,65,0
392,24-01-2024,Umeed Ki Kiran,Jaipur,RJ,204,184,20,90.2,43,43,57,Winter,Excellent condition,Wednesday,1,0,16.8,50.1,3765929,47,Medium,3,0,61,53,10,9,8,9.2,7.2,263,1
393,14-08-2024,Navjeevan Griha,Hyderabad,TS,78,76,2,97.4,46,56,44,Monsoon,Needs maintenance,Wednesday,8,0,19.2,129.2,2008691,31,Low,2,1,79,18,1,14,4,6.5,2.6,224,1
394,27-02-2024,Umeed Ki Kiran,Jaipur,RJ,173,155,18,89.6,60,49,51,Winter,High demand,Tuesday,2,0,28.0,42.8,4441401,45,Low,6,1,75,45,17,10,0,10.4,12.7,122,1
395,17-08-2025,Premalaya Home,Kolkata,WB,268,262,6,97.8,53,48,52,Monsoon,Needs maintenance,Sunday,8,0,23.4,267.0,2978100,20,Medium,2,0,79,48,8,14,0,16.1,1.4,37,1
396,10-08-2024,Daya Sagar,Delhi,DL,60,55,5,91.7,20,42,58,Monsoon,Needs maintenance,Saturday,8,1,35.7,103.8,2759236,38,Medium,5,1,50,21,1,12,1,13.7,12.7,490,1
397,09-02-2025,Apna Ghar Ashram,Kolkata,WB,221,154,67,69.7,40,51,49,Winter,New admissions pending,Sunday,2,0,25.8,46.3,2003341,36,Medium,2,0,41,13,1,4,9,11.7,3.0,122,1
398,08-07-2025,Apna Ghar Ashram,Surat,GJ,273,214,59,78.4,42,57,43,Monsoon,Excellent condition,Tuesday,7,0,21.2,7.6,1023737,30,High,3,0,28,48,2,3,9,4.3,13.4,317,0
399,01-08-2024,Sahara Vikas Kendra,Chennai,TN,211,198,13,93.8,58,49,51,Monsoon,No issues reported,Thursday,8,0,30.4,193.7,1183387,29,Low,3,1,9,56,15,12,4,13.4,11.2,155,1
400,09-01-2025,Umeed Ki Kiran,Chennai,TN,117,90,27,76.9,43,43,57,Winter,High demand,Thursday,1,0,32.7,191.1,3952908,6,High,6,0,38,58,18,8,3,5.5,3.3,393,0
401,14-05-2025,Premalaya Home,Surat,GJ,214,170,44,79.4,48,48,52,Summer,No issues reported,Wednesday,5,0,19.2,102.2,4698455,16,High,6,0,0,13,3,16,0,14.8,8.9,300,0
402,01-07-2025,Manav Seva Sangam,Hyderabad,TS,104,87,17,83.7,60,49,51,Monsoon,No issues reported,Tuesday,7,1,19.2,21.5,2688439,44,Low,3,0,38,43,22,1,3,6.8,5.4,320,0
403,03-03-2025,Navjeevan Griha,Kolkata,WB,107,75,32,70.1,65,45,55,Summer,Excellent condition,Monday,3,0,15.9,122.9,745532,13,Low,3,1,20,15,24,4,3,9.3,3.5,481,0
404,13-01-2025,Premalaya Home,Delhi,DL,254,167,87,65.7,40,52,48,Winter,New admissions pending,Monday,1,0,33.4,93.4,345866,16,Medium,1,1,64,32,17,15,9,8.3,13.0,66,1
405,08-04-2025,Asha Deep Shelter,Mumbai,MH,207,140,67,67.6,24,46,54,Summer,New admissions pending,Tuesday,4,0,31.6,203.1,847057,30,Medium,7,1,14,12,19,6,3,15.9,6.6,392,1
406,07-07-2025,Navjeevan Griha,Surat,GJ,63,57,6,90.5,38,50,50,Monsoon,New admissions pending,Monday,7,0,26.9,181.7,4442541,13,High,8,1,3,37,24,0,0,4.9,6.6,132,1
407,11-04-2025,Karuna Bhavan,Jaipur,RJ,64,47,17,73.4,22,51,49,Summer,No issues reported,Friday,4,0,36.1,109.4,1855518,14,Medium,2,0,59,48,29,11,8,11.5,3.4,361,0
408,05-01-2024,Daya Sagar,Pune,MH,173,143,30,82.7,67,48,52,Winter,No issues reported,Friday,1,0,35.1,65.4,3485088,36,Medium,4,1,60,11,17,10,2,5.1,6.4,393,1
409,14-08-2024,Umeed Ki Kiran,Mumbai,MH,236,228,8,96.6,67,47,53,Monsoon,High demand,Wednesday,8,1,29.6,296.4,2986537,38,Low,7,1,19,54,9,11,3,13.6,13.2,139,1
410,22-10-2024,Navjeevan Griha,Jaipur,RJ,201,180,21,89.6,51,45,55,Autumn,Excellent condition,Tuesday,10,0,36.7,136.2,3673425,52,Low,8,1,9,50,10,18,4,16.6,6.1,81,1
411,08-11-2024,Umeed Ki Kiran,Ahmedabad,GJ,228,185,43,81.1,28,40,60,Autumn,No issues reported,Friday,11,0,20.1,206.5,3649537,24,Medium,1,0,33,37,28,11,6,9.5,14.3,57,1
412,08-09-2024,Sahara Vikas Kendra,Pune,MH,260,187,73,71.9,30,49,51,Monsoon,New admissions pending,Sunday,9,1,17.8,42.2,2196674,43,Low,4,1,47,38,16,11,5,10.3,14.2,148,1
413,22-12-2024,Jeevan Jyoti Shelter,Jaipur,RJ,154,106,48,68.8,56,51,49,Winter,No issues reported,Sunday,12,1,21.7,145.7,2032847,6,Medium,6,1,32,32,25,13,4,16.9,3.0,404,1
414,31-01-2024,Navjeevan Griha,Surat,GJ,107,88,19,82.2,48,54,46,Winter,Excellent condition,Wednesday,1,0,16.4,8.3,2259853,5,Low,3,0,60,32,23,1,7,10.8,3.5,448,0
415,28-09-2023,Sahara Vikas Kendra,Surat,GJ,299,241,58,80.6,53,40,60,Monsoon,No issues reported,Thursday,9,0,28.3,151.6,4141685,55,Low,5,0,9,28,24,1,0,10.3,13.1,130,0
416,19-01-2024,Jeevan Jyoti Shelter,Bangalore,KA,238,157,81,66.0,59,58,42,Winter,New admissions pending,Friday,1,0,38.4,289.2,257352,40,Low,9,0,53,4,22,3,6,11.7,6.5,68,1
417,24-08-2025,Asha Deep Shelter,Pune,MH,72,60,12,83.3,22,40,60,Monsoon,Normal,Sunday,8,0,16.0,115.3,1725502,28,Low,3,0,64,5,23,19,5,13.3,1.1,344,0
418,17-09-2024,Umeed Ki Kiran,Bangalore,KA,74,52,22,70.3,54,42,58,Monsoon,Normal,Tuesday,9,0,18.1,11.7,234514,58,Medium,5,1,76,30,19,15,4,4.6,4.8,249,0
419,25-07-2024,Sahara Vikas Kendra,Bangalore,KA,278,225,53,80.9,22,54,46,Monsoon,No issues reported,Thursday,7,0,26.3,9.3,848658,31,High,8,0,0,15,15,9,6,15.3,9.4,319,1
420,03-07-2024,Asha Deep Shelter,Chennai,TN,73,72,1,98.6,45,45,55,Monsoon,Needs maintenance,Wednesday,7,0,38.3,116.4,1907596,6,Low,6,1,4,30,19,12,2,9.5,12.2,176,0
421,24-10-2023,Karuna Bhavan,Jaipur,RJ,70,56,14,80.0,68,55,45,Autumn,No issues reported,Tuesday,10,0,22.9,48.0,1308624,35,Medium,4,1,79,24,12,1,0,4.1,2.9,71,1
422,21-11-2024,Apna Ghar Ashram,Jaipur,RJ,240,196,44,81.7,50,43,57,Autumn,No issues reported,Thursday,11,0,27.7,7.0,1012452,18,Medium,8,1,14,47,1,2,8,14.8,2.5,16,0
423,22-07-2024,Navjeevan Griha,Bangalore,KA,161,158,3,98.1,52,50,50,Monsoon,Needs maintenance,Monday,7,0,16.0,226.9,4833725,6,Low,3,1,27,45,23,18,1,8.7,13.9,328,1
424,04-03-2025,Navjeevan Griha,Ahmedabad,GJ,279,222,57,79.6,25,48,52,Summer,No issues reported,Tuesday,3,0,18.7,137.6,1820394,33,High,3,1,22,32,26,5,9,4.5,11.5,159,0
425,26-01-2024,Karuna Bhavan,Delhi,DL,286,226,60,79.0,23,58,42,Winter,Normal,Friday,1,0,39.7,86.8,4186725,19,Low,4,0,16,12,1,18,2,12.5,9.3,69,0
426,22-05-2024,Premalaya Home,Surat,GJ,175,96,79,54.9,38,56,44,Summer,Normal,Wednesday,5,0,39.1,270.0,2800025,16,Medium,9,1,12,51,24,19,7,16.2,11.8,112,0
427,10-06-2025,Karuna Bhavan,Surat,GJ,281,251,30,89.3,41,44,56,Monsoon,New admissions pending,Tuesday,6,0,15.1,34.8,2139934,41,High,5,1,13,9,13,18,9,16.3,7.0,231,0
428,17-05-2025,Asha Deep Shelter,Bangalore,KA,177,119,58,67.2,40,56,44,Summer,Needs maintenance,Saturday,5,0,38.8,286.8,2976979,32,Medium,8,1,10,23,3,7,8,17.4,11.6,20,1
429,06-04-2024,Sahara Vikas Kendra,Kolkata,WB,162,118,44,72.8,22,42,58,Summer,No issues reported,Saturday,4,0,31.0,94.2,2564399,24,Low,6,0,27,9,16,13,2,16.0,6.2,134,0
430,08-06-2024,Asha Deep Shelter,Delhi,DL,220,200,20,90.9,33,56,44,Monsoon,Excellent condition,Saturday,6,0,36.7,266.5,4713062,43,High,3,1,41,40,12,9,5,3.0,4.4,262,1
431,29-07-2025,Manav Seva Sangam,Chennai,TN,124,94,30,75.8,49,48,52,Monsoon,No issues reported,Tuesday,7,0,26.4,180.9,3845830,28,Medium,8,1,60,30,3,2,6,8.7,11.2,110,1
432,09-04-2025,Navjeevan Griha,Surat,GJ,206,137,69,66.5,32,40,60,Summer,No issues reported,Wednesday,4,0,27.9,248.0,1005205,25,Medium,9,0,63,12,2,5,0,15.3,6.9,486,0
433,17-08-2024,Sahara Vikas Kendra,Pune,MH,180,131,49,72.8,50,51,49,Monsoon,Normal,Saturday,8,0,27.2,295.2,2173091,14,Medium,8,1,30,2,11,14,6,8.5,14.7,245,0
434,21-09-2023,Premalaya Home,Pune,MH,264,213,51,80.7,50,55,45,Monsoon,Excellent condition,Thursday,9,0,31.7,86.5,1016649,50,Low,4,1,72,58,21,17,3,12.0,5.9,282,1
435,12-06-2024,Jeevan Jyoti Shelter,Surat,GJ,179,152,27,84.9,44,45,55,Monsoon,High demand,Wednesday,6,0,18.5,288.3,984048,18,High,6,0,9,49,22,13,4,12.1,13.9,7,0
436,28-04-2025,Asha Deep Shelter,Chennai,TN,228,150,78,65.8,43,45,55,Summer,Needs maintenance,Monday,4,0,15.7,116.8,3080555,41,Low,1,1,7,51,7,18,7,8.5,14.1,456,1
437,21-02-2025,Manav Seva Sangam,Jaipur,RJ,71,53,18,74.6,23,52,48,Winter,High demand,Friday,2,0,22.7,115.7,1914071,22,Low,4,1,20,33,1,9,3,16.6,4.4,283,0
438,21-01-2025,Premalaya Home,Jaipur,RJ,290,253,37,87.2,61,41,59,Winter,New admissions pending,Tuesday,1,0,32.6,102.1,4772340,28,Low,8,1,76,48,5,14,3,10.5,12.2,206,1
439,05-04-2025,Karuna Bhavan,Surat,GJ,91,66,25,72.5,64,53,47,Summer,Needs maintenance,Saturday,4,0,20.0,162.4,1477989,18,High,1,1,58,27,21,3,7,10.0,7.1,193,0
440,22-12-2024,Asha Deep Shelter,Jaipur,RJ,131,97,34,74.0,27,44,56,Winter,Needs maintenance,Sunday,12,0,31.8,46.2,2082709,38,Low,3,1,49,18,9,1,4,18.0,13.8,454,0
441,27-06-2025,Premalaya Home,Surat,GJ,238,229,9,96.2,33,46,54,Monsoon,High demand,Friday,6,0,39.2,166.1,1250532,16,Low,1,0,68,22,11,2,5,10.4,7.3,46,1
442,07-12-2024,Asha Deep Shelter,Surat,GJ,211,153,58,72.5,64,51,49,Winter,New admissions pending,Saturday,12,1,17.3,162.5,514462,26,Low,9,0,69,44,20,6,4,5.7,11.4,465,1
443,29-08-2024,Navjeevan Griha,Jaipur,RJ,61,55,6,90.2,69,44,56,Monsoon,No issues reported,Thursday,8,0,31.8,228.6,3041620,10,Low,2,0,29,31,9,15,0,10.7,7.5,341,1
444,13-08-2025,Jeevan Jyoti Shelter,Chennai,TN,120,85,35,70.8,31,42,58,Monsoon,High demand,Wednesday,8,0,26.1,250.1,4918923,40,Medium,9,1,16,12,9,9,6,15.2,4.2,241,0
445,29-08-2025,Karuna Bhavan,Mumbai,MH,148,119,29,80.4,68,58,42,Monsoon,Needs maintenance,Friday,8,0,36.7,132.1,3050109,49,Low,4,1,74,32,22,18,5,14.7,3.8,9,0
446,11-05-2024,Daya Sagar,Mumbai,MH,157,101,56,64.3,59,51,49,Summer,New admissions pending,Saturday,5,1,19.4,90.7,3622401,40,Medium,2,1,19,33,2,16,1,14.8,7.0,369,0
447,22-12-2024,Navjeevan Griha,Pune,MH,154,111,43,72.1,40,40,60,Winter,New admissions pending,Sunday,12,1,32.3,77.8,2494975,26,Low,4,0,47,32,19,18,6,13.6,11.6,288,0
448,31-01-2025,Navjeevan Griha,Pune,MH,95,90,5,94.7,50,45,55,Winter,High demand,Friday,1,0,36.0,58.4,3321557,18,High,6,1,72,55,9,4,5,6.8,9.5,390,1
449,25-03-2024,Asha Deep Shelter,Chennai,TN,131,90,41,68.7,52,53,47,Summer,No issues reported,Monday,3,0,38.6,17.3,2322759,20,Medium,7,1,1,4,28,19,4,15.9,10.6,130,1
450,05-01-2024,Manav Seva Sangam,Chennai,TN,129,112,17,86.8,26,55,45,Winter,Normal,Friday,1,0,32.1,102.7,4653623,40,Medium,3,1,36,55,8,12,7,16.4,5.0,269,0
451,13-05-2025,Jeevan Jyoti Shelter,Delhi,DL,119,79,40,66.4,47,58,42,Summer,High demand,Tuesday,5,0,27.4,81.1,2499308,29,Medium,3,0,0,2,19,12,4,5.9,7.7,427,0
452,12-01-2024,Manav Seva Sangam,Hyderabad,TS,160,134,26,83.8,18,52,48,Winter,Excellent condition,Friday,1,0,30.4,289.9,3798294,36,Medium,8,0,3,59,18,10,1,5.0,1.6,301,0
453,05-11-2023,Umeed Ki Kiran,Ahmedabad,GJ,144,120,24,83.3,56,52,48,Autumn,No issues reported,Sunday,11,0,36.7,167.3,324535,37,High,5,1,53,6,13,10,5,17.6,12.4,60,1
454,18-10-2024,Umeed Ki Kiran,Ahmedabad,GJ,202,169,33,83.7,27,48,52,Autumn,No issues reported,Friday,10,1,29.3,104.2,3298204,49,Low,4,1,24,23,1,15,0,16.0,14.9,163,1
455,09-05-2025,Sahara Vikas Kendra,Delhi,DL,157,111,46,70.7,55,41,59,Summer,Normal,Friday,5,0,15.8,174.1,2530017,40,Medium,7,1,2,21,4,14,4,16.4,6.7,12,0
456,19-08-2025,Apna Ghar Ashram,Delhi,DL,73,56,17,76.7,22,55,45,Monsoon,Excellent condition,Tuesday,8,0,38.3,41.8,4866129,24,High,7,0,8,44,19,16,5,16.3,1.2,271,1
457,02-06-2024,Premalaya Home,Bangalore,KA,270,261,9,96.7,66,42,58,Monsoon,No issues reported,Sunday,6,0,32.2,133.2,4181146,22,Medium,9,0,75,22,28,17,6,11.1,3.4,207,0
458,16-09-2024,Umeed Ki Kiran,Surat,GJ,67,56,11,83.6,55,43,57,Monsoon,Normal,Monday,9,0,31.9,187.9,967472,42,Low,9,0,73,29,28,18,1,12.7,10.1,245,0
459,19-01-2024,Asha Deep Shelter,Pune,MH,256,206,50,80.5,61,51,49,Winter,High demand,Friday,1,0,20.4,146.7,2328581,7,Medium,5,1,33,59,7,3,0,11.2,9.6,132,1
460,17-06-2025,Daya Sagar,Delhi,DL,287,249,38,86.8,18,42,58,Monsoon,High demand,Tuesday,6,0,31.5,120.5,3699279,27,High,8,0,42,17,6,4,5,3.8,12.0,243,1
461,11-03-2024,Daya Sagar,Bangalore,KA,261,185,76,70.9,55,45,55,Summer,Excellent condition,Monday,3,0,24.8,298.2,2054517,36,Low,1,1,73,31,5,6,2,14.2,4.6,472,1
462,17-05-2024,Jeevan Jyoti Shelter,Chennai,TN,175,128,47,73.1,25,59,41,Summer,No issues reported,Friday,5,0,31.3,264.1,2112362,49,High,9,1,21,55,10,1,4,10.6,11.7,293,1
463,12-02-2025,Premalaya Home,Surat,GJ,219,191,28,87.2,66,44,56,Winter,New admissions pending,Wednesday,2,0,17.7,187.0,3682403,20,Low,8,0,69,52,11,0,1,12.7,10.6,485,0
464,11-01-2025,Navjeevan Griha,Delhi,DL,100,91,9,91.0,36,52,48,Winter,High demand,Saturday,1,0,31.4,170.8,3271131,9,Low,6,1,1,6,17,11,0,10.5,5.5,433,1
465,12-06-2025,Jeevan Jyoti Shelter,Mumbai,MH,287,270,17,94.1,27,56,44,Monsoon,No issues reported,Thursday,6,1,40.0,186.2,2057338,8,Low,3,0,65,32,18,9,0,10.4,8.6,37,1
466,09-01-2024,Apna Ghar Ashram,Kolkata,WB,185,159,26,85.9,59,49,51,Winter,New admissions pending,Tuesday,1,0,16.2,60.4,638574,25,Medium,3,1,31,4,9,7,3,5.6,3.1,358,1
467,16-03-2024,Asha Deep Shelter,Hyderabad,TS,126,95,31,75.4,35,60,40,Summer,No issues reported,Saturday,3,0,39.4,118.5,2484138,44,High,8,1,15,48,24,0,9,7.2,7.3,55,1
468,12-01-2025,Karuna Bhavan,Ahmedabad,GJ,98,83,15,84.7,41,51,49,Winter,High demand,Sunday,1,0,25.2,11.8,154927,55,High,5,0,75,27,28,11,1,5.4,13.3,318,0
469,04-05-2025,Apna Ghar Ashram,Surat,GJ,273,213,60,78.0,41,55,45,Summer,High demand,Sunday,5,0,36.8,142.7,1899916,18,High,7,1,0,7,24,1,0,5.9,6.9,375,0
470,16-11-2024,Premalaya Home,Jaipur,RJ,53,34,19,64.2,62,54,46,Autumn,No issues reported,Saturday,11,1,34.6,162.9,2632985,43,Low,5,1,71,14,20,9,5,17.6,12.8,47,1
471,13-03-2024,Manav Seva Sangam,Jaipur,RJ,177,125,52,70.6,39,43,57,Summer,Excellent condition,Wednesday,3,0,29.2,68.3,4267690,35,Medium,8,1,47,51,13,16,3,5.3,9.3,104,1
472,24-02-2025,Daya Sagar,Chennai,TN,61,46,15,75.4,60,48,52,Winter,New admissions pending,Monday,2,1,33.5,289.2,3699886,18,Low,4,1,49,3,2,2,9,7.0,3.7,473,0
473,19-05-2024,Sahara Vikas Kendra,Ahmedabad,GJ,147,94,53,63.9,62,47,53,Summer,Excellent condition,Sunday,5,0,37.0,272.8,4496460,10,High,2,1,12,33,17,6,6,11.9,9.1,58,0
474,05-10-2024,Manav Seva Sangam,Ahmedabad,GJ,165,134,31,81.2,45,46,54,Autumn,Needs maintenance,Saturday,10,0,25.1,216.6,1003122,16,Medium,3,1,14,4,23,11,5,12.2,8.1,76,1
475,06-01-2024,Asha Deep Shelter,Jaipur,RJ,234,181,53,77.4,39,41,59,Winter,Needs maintenance,Saturday,1,0,23.2,160.0,4093763,20,Medium,8,1,52,32,14,7,4,5.3,6.6,427,0
476,06-06-2024,Sahara Vikas Kendra,Mumbai,MH,170,147,23,86.5,57,50,50,Monsoon,New admissions pending,Thursday,6,1,31.7,261.0,4713754,21,Medium,7,1,43,56,5,19,9,14.9,2.7,498,0
477,27-01-2025,Karuna Bhavan,Surat,GJ,56,38,18,67.9,58,42,58,Winter,No issues reported,Monday,1,0,35.2,39.2,4567562,49,High,2,0,7,4,9,11,1,14.8,6.8,217,0
478,31-07-2025,Sahara Vikas Kendra,Ahmedabad,GJ,95,78,17,82.1,33,52,48,Monsoon,No issues reported,Thursday,7,0,34.1,237.2,2348354,27,Medium,6,0,73,37,26,2,4,6.6,2.0,382,0
479,03-05-2024,Karuna Bhavan,Mumbai,MH,102,71,31,69.6,38,52,48,Summer,Normal,Friday,5,1,34.9,37.4,164589,18,Medium,9,1,45,33,11,16,8,7.3,2.4,54,1
480,14-01-2025,Asha Deep Shelter,Chennai,TN,207,192,15,92.8,33,52,48,Winter,New admissions pending,Tuesday,1,0,25.9,238.3,1243982,11,Low,4,1,68,57,6,8,8,17.1,6.8,54,0
481,31-12-2024,Sahara Vikas Kendra,Surat,GJ,295,250,45,84.7,31,43,57,Winter,High demand,Tuesday,12,0,35.4,82.7,669003,50,Low,9,0,18,25,16,9,1,15.4,5.3,128,0
482,12-12-2024,Apna Ghar Ashram,Ahmedabad,GJ,181,123,58,68.0,55,49,51,Winter,New admissions pending,Thursday,12,0,18.0,263.1,243839,36,Medium,2,1,37,0,0,5,6,13.5,14.0,391,1
483,03-02-2024,Umeed Ki Kiran,Jaipur,RJ,259,231,28,89.2,34,43,57,Winter,No issues reported,Saturday,2,0,28.6,283.2,556453,19,Medium,2,0,10,3,25,0,9,4.2,6.3,382,1
484,05-01-2024,Navjeevan Griha,Surat,GJ,202,150,52,74.3,62,53,47,Winter,New admissions pending,Friday,1,0,15.1,44.6,3097589,48,Low,9,0,42,38,17,11,3,9.3,11.6,387,1
485,19-03-2025,Navjeevan Griha,Kolkata,WB,98,66,32,67.3,54,49,51,Summer,Needs maintenance,Wednesday,3,0,23.1,138.8,2977053,21,Low,7,0,19,53,25,4,2,11.4,8.4,84,0
486,18-03-2024,Sahara Vikas Kendra,Bangalore,KA,96,67,29,69.8,58,46,54,Summer,No issues reported,Monday,3,1,24.2,294.3,2574055,45,Low,7,1,19,25,14,12,0,5.8,10.9,213,1
487,16-01-2025,Navjeevan Griha,Chennai,TN,50,41,9,82.0,44,56,44,Winter,New admissions pending,Thursday,1,0,24.9,145.0,3040193,58,High,1,1,20,32,18,14,2,9.7,4.6,114,0
488,04-12-2023,Sahara Vikas Kendra,Chennai,TN,292,215,77,73.6,62,49,51,Winter,No issues reported,Monday,12,0,32.4,259.1,4690176,51,High,6,1,56,32,27,10,8,12.0,14.2,436,1
489,28-12-2024,Daya Sagar,Delhi,DL,246,190,56,77.2,49,42,58,Winter,Needs maintenance,Saturday,12,1,24.7,176.6,2557743,48,Low,7,0,49,7,0,7,8,7.9,8.4,313,0
490,17-04-2025,Navjeevan Griha,Pune,MH,108,68,40,63.0,44,47,53,Summer,No issues reported,Thursday,4,0,26.2,112.6,1605811,38,Medium,6,0,73,19,29,4,6,14.7,12.6,292,1
491,18-10-2023,Manav Seva Sangam,Kolkata,WB,95,57,38,60.0,39,53,47,Autumn,Normal,Wednesday,10,0,20.9,85.7,1706042,9,Low,6,0,25,15,4,1,2,15.6,6.1,48,1
492,27-10-2024,Apna Ghar Ashram,Delhi,DL,243,159,84,65.4,32,58,42,Autumn,Excellent condition,Sunday,10,0,24.3,61.0,3895474,49,High,2,1,29,20,14,11,2,7.9,2.4,66,0
493,03-12-2023,Daya Sagar,Mumbai,MH,145,107,38,73.8,35,40,60,Winter,High demand,Sunday,12,0,20.7,228.5,3974482,31,Medium,6,0,72,44,2,1,3,15.6,10.4,274,1
494,11-11-2023,Daya Sagar,Bangalore,KA,200,155,45,77.5,21,53,47,Autumn,Excellent condition,Saturday,11,0,16.8,116.0,3282452,56,High,4,0,30,54,0,15,6,4.6,1.1,128,1
495,21-08-2024,Karuna Bhavan,Kolkata,WB,179,150,29,83.8,54,50,50,Monsoon,High demand,Wednesday,8,0,30.1,153.4,4997796,27,Medium,9,1,41,55,7,2,6,15.6,7.7,28,1
496,29-04-2025,Jeevan Jyoti Shelter,Kolkata,WB,194,150,44,77.3,32,44,56,Summer,Normal,Tuesday,4,0,31.7,147.7,4340697,44,High,1,0,67,25,11,9,1,5.3,3.7,342,1
497,14-04-2025,Sahara Vikas Kendra,Delhi,DL,117,67,50,57.3,58,52,48,Summer,Excellent condition,Monday,4,0,30.5,173.2,3796328,18,Medium,8,0,60,22,26,18,4,4.2,9.8,32,1
498,19-12-2024,Umeed Ki Kiran,Chennai,TN,247,225,22,91.1,53,58,42,Winter,No issues reported,Thursday,12,0,26.6,259.7,4211603,19,Medium,5,1,60,17,21,7,6,12.6,14.7,118,0
499,24-12-2024,Jeevan Jyoti Shelter,Chennai,TN,229,190,39,83.0,57,59,41,Winter,New admissions pending,Tuesday,12,1,24.5,294.2,1960332,47,Medium,1,1,69,30,24,6,6,10.1,7.5,179,0
500,25-04-2025,Umeed Ki Kiran,Bangalore,KA,235,171,64,72.8,31,49,51,Summer,High demand,Friday,4,1,36.6,122.3,3790030,37,Medium,4,0,77,51,18,0,5,16.6,12.4,424,1
501,20-05-2024,Premalaya Home,Delhi,DL,187,95,92,50.8,42,51,49,Summer,No issues reported,Monday,5,0,28.0,248.3,2548578,57,High,1,1,67,41,24,11,9,8.4,8.1,150,1
502,24-11-2023,Asha Deep Shelter,Pune,MH,177,134,43,75.7,35,44,56,Autumn,New admissions pending,Friday,11,0,27.0,229.4,3862010,35,High,6,0,16,11,24,4,9,7.3,7.9,132,0
503,11-02-2025,Premalaya Home,Chennai,TN,139,94,45,67.6,31,41,59,Winter,Excellent condition,Tuesday,2,0,15.6,172.1,1528081,39,Medium,2,1,18,0,11,15,7,10.5,14.0,326,0
504,12-08-2024,Jeevan Jyoti Shelter,Bangalore,KA,111,89,22,80.2,48,50,50,Monsoon,Normal,Monday,8,0,23.5,286.8,1620889,21,Medium,5,0,50,41,12,3,2,9.8,13.5,184,1
505,25-03-2025,Umeed Ki Kiran,Pune,MH,156,81,75,51.9,54,52,48,Summer,Normal,Tuesday,3,0,24.5,60.1,2449146,32,High,7,1,69,8,27,16,0,8.2,12.0,133,0
506,25-08-2025,Apna Ghar Ashram,Kolkata,WB,281,228,53,81.1,60,56,44,Monsoon,No issues reported,Monday,8,0,25.0,32.8,3121640,23,Medium,2,0,62,2,0,1,2,13.4,5.1,176,1
507,30-12-2023,Apna Ghar Ashram,Mumbai,MH,112,88,24,78.6,28,41,59,Winter,New admissions pending,Saturday,12,1,29.5,256.2,1595491,50,Medium,6,1,74,59,18,11,1,14.4,8.6,21,1
508,25-10-2023,Karuna Bhavan,Jaipur,RJ,273,221,52,81.0,57,59,41,Autumn,High demand,Wednesday,10,0,28.3,131.7,4882303,58,Medium,6,1,79,50,5,0,1,15.8,4.1,240,1
509,16-07-2025,Sahara Vikas Kendra,Chennai,TN,272,262,10,96.3,49,52,48,Monsoon,New admissions pending,Wednesday,7,1,30.2,254.1,4983842,27,Low,5,1,29,25,7,11,1,17.6,7.2,76,1
510,01-09-2024,Premalaya Home,Bangalore,KA,238,219,19,92.0,68,59,41,Monsoon,No issues reported,Sunday,9,0,34.1,267.9,1972967,36,Medium,5,1,24,8,3,11,4,7.0,7.8,203,0
